Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
"Bubur Ayam Bang Rossi, Dharmawangsa",M*****,10 Maret 2018,4.0,Rasanya masih agak tawar...Ayam Suwirnya trlalu sdikit...Makasih...,Bubur Ayam,12 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M****** T***,29 Juli 2015,2.0,"Pesan bubur + sate usus, yang datang hanya bubur, padahal di struk ada sate usus. 😓",Bubur Ayam - Sate Usus,10 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N***** P********,7 September 2015,1.0,telornya basiii thanks,Bubur Ayam - Sate Usus,9 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M*** A* F****,5 Oktober 2015,1.0,"mahal, porsi dikit",Bubur Special 4,7 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N*****,15 Maret 2017,4.0,harusnya dibungkus biar ga tumpah tumpah,Bubur Ayam - Puyuh Rebus,7 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C****,17 Agustus 2015,1.0,pesan 2 porsi. dikasi 1,Bubur Polos,1 Februari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******* V**** B*********** V****,11 Juli 2019,5.0,tapmamtap rasax,Bubur Ayam,29 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",H***,27 Februari 2016,4.0,tenya gak manis dan banyak semut :(,Bubur Ayam - Teh Hangat - Emping,27 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",H*** C***,23 Januari 2020,3.0,kecapnya ke Asinan,Bubur Ayam,27 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",B* J***,17 Agustus 2019,1.0,"terlalu asin, ngga bs dinikmati.penedapnrasavtll berlebihan....",Bubur Polos,27 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******* V**** B*********** V****,11 Juli 2019,5.0,topmarkop pokok e,Bubur Ayam,25 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******* V**** B*********** V****,11 Juli 2019,5.0,wuuenaak tenaaannn👍👍👍,Bubur Ayam,23 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R*** W****,10 Maret 2017,5.0,buburnya cuma sedikit dan kalau bisa di tambahi,Bubur Ayam,21 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",E** K*****,3 Juni 2018,2.0,"Ciloknya keras dan bumbu kacangnya ga enak, bukan kyak bumbu kacang cilok tp kyak bumbu pecel",Bubur Ayam - Es Jeruk,20 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D**,27 Februari 2017,2.0,"terkadang banyak porsinya
terkadang sak imit bgt
kemasan minta plastik...kok pake fom",Bubur Ayam,14 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M*****,15 April 2016,4.0,porsinya terlalu sdkt,Bubur Ayam,9 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N***,29 September 2018,2.0,porsinyaa g sesuaii sgt sedikit..dan g sm kalo mkn d tmpt..,Bubur Ayam,8 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",B**** H*******,17 Mei 2017,5.0,"wenak , kalau boleh porsi buburnya tambahin  dikit...",Bubur Ayam,6 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I***,14 Desember 2017,4.0,Kasih sendoknya :),Bubur Ayam,5 Januari 2020,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S*** H******,1 Februari 2018,5.0,porsinya dikit banget,Bubur Ayam - Sate Usus,30 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A***** M****** A****** S***,22 November 2017,3.0,buburnya ditaruh di plastik tersendiri biar saat dibawa tidak tumpah,Bubur Polos - Teh Hangat,27 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I*******,12 Mei 2017,5.0,cocok...rasanya mantap porsi pas,Bubur Ayam,24 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D*******,18 Desember 2015,3.0,satenya basi tolong lah sbelum di jual di cek dulu msh layak atau tidak di konsumsi,Bubur Ayam - Sate Usus,23 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",G***,16 April 2019,5.0,"enak sih, tapi porsinya kurang banyak",Bubur Ayam,22 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D*** K******* S***,2 Desember 2017,3.0,porsi kurg bnyk,Bubur Ayam,22 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A****,21 Agustus 2015,5.0,GREEN FORCE PERSEBAYA EMOSI JIWAKU 🐊,Bubur Ayam,21 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",W****,23 Juni 2016,3.0,"isinya kurang komplit.. gag ada daun bawang, seledri. rassnya dah enak.. krupuk krg banyak, gag dikasih kecep jg.. smg lebih baik lg 🙏",Bubur Ayam - Jeruk Hangat,19 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",B****** M******,6 Juli 2015,3.0,"taste not bad, i bought paket 2 that should be include the drink, but its not there",Bubur Special 2,14 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F****,27 November 2017,1.0,porsinya sedikit,Bubur Ayam,11 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A**** W********,4 September 2016,4.0,"enak seperti biasanya, hanya saja porsinya lbh banyak klo makan di tempatnya",Bubur Special 2 - Sate Usus,14 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",H****** S******,27 Maret 2017,2.0,terlalu banyak micin dan porsi sedikit,Bubur Ayam,11 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C******,27 Agustus 2015,5.0,sayangny porsinya dikit >•<,Sate Usus - Teh Hangat - Emping - Bubur Ayam,13 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N*** I*******,19 September 2015,4.0,"porsi nya ditambah dikit Bang... 12K sih, tapi ini seiprit amat. sate usus nya kurang nendang... tambahin jenis sate2 yg lain Bang biar endeuuusss",Bubur Ayam - Sate Usus - Teh Hangat,11 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A** S*****,5 November 2018,4.0,sambal tidak ada + krupuk,Bubur Special 4 - Emping - Sate Usus,11 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",T********* H********,17 Agustus 2019,2.0,porsi nya terlalu sedikit gk sesuai harga,Bubur Special 3,9 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R**** C*******,18 Februari 2016,4.0,Porsinya bisa ditambahin dikit.,Bubur Special 4 - Emping,8 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",Y****,7 Agustus 2019,4.0,"kuahnya lupa gak dikasi, jadi makannya kurang seger, krn cm sama kecap asin dan sambel",Bubur Special 1 - Bubur Ayam,7 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",P****,10 September 2018,4.0,kurang jleb aja,Bubur Ayam,6 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",O**,12 September 2015,3.0,porsinya terlalu sedikit. setengah box aja nggak sampek.. sayang buang2 box,Bubur Ayam,5 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",L********,6 Agustus 2015,3.0,porsi sedikit bgt,Bubur Ayam,4 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N**** A**,18 Februari 2016,5.0,"Terima kasih, pelayananx begitu cepat n' memuaskan semoga rejekinya makin lancar ya pak",Bubur Ayam,5 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N***,6 September 2019,5.0,terlalu sdikit trima ksh,Bubur Ayam,4 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F***,11 Juli 2019,1.0,"Porsinya kurang, gak sebanding sama harganya",Bubur Special 4 - Puyuh Rebus,4 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S***** C*,7 Juli 2018,5.0,sendoknya ga ada,Bubur Special 4,3 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A**********,28 Januari 2019,5.0,jangan lupa kasih sendok,Bubur Special 2 - Teh Hangat,1 Desember 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R**** M*******,28 Juli 2017,3.0,Buburnya kurang hangat,Bubur Ayam - Bubur Special 1,28 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C*******,26 November 2019,5.0,"enak banget, uwuw😍",Bubur Special 1,28 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F**** G******,3 Agustus 2018,4.0,terlalluu asin. kaya pakai bumbu instan bujan asli alami,Bubur Polos,27 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A***,12 Agustus 2018,3.0,pesen bubur paketan yg ada telur sama esnya yg dateng bubur dong ternyata,Bubur Special 1 - Emping,27 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I**** L******,1 April 2016,4.0,Es teh nya kurang manis. hehe,Bubur Special 3 - Puyuh Rebus,26 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D**,4 September 2016,3.0,Porsi dan rasa makin lama makin sedikit,Bubur Ayam,22 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F******,27 September 2018,3.0,"porsinya kurang, hehehee",Bubur Special 1 - Bubur Special 3 - Bubur Special 2,24 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C****,27 Juni 2015,4.0,"pak/bu, lain kali lebih memperhatikan ap kata pak gojeknya ya.. saya sudah order gapake ini ini, tapi tetep dikasih.. pdhl saya alergi..",Puyuh Rebus - Bubur Special 2,24 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I**** S**,31 Oktober 2019,5.0,Enndulll rasanya..,Bubur Special 2 - Bubur Special 1,20 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R***,10 Desember 2015,2.0,"saya pesan 2 paket bubur yg sudah termasuk minum (jeruk) yg saya dapat 2 bubur dan hanya satu minuman, gimana ceritanya 2 paket nasi bubur tapi hanya dapat 1 minuman, padahal sudah jelas tertera tiap paket plus minum, pihak gojek infonya cuman dapat 1 minum dari kedai bubur, info yg benar siapa?",Bubur Special 2,21 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",T***,6 September 2019,4.0,"better the owner give the Kuah more banyak.
karena bubur ayam tanpa kuah yang banyak adalah sebuah kehampaan yang Hqq",Bubur Ayam,20 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",T***,27 November 2015,4.0,kok gaada kacangnya ya ? porsinya juga lebih dikit dari biasanya,Bubur Special 4,19 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R** C**********,18 April 2016,3.0,Porsi dikit amat.,Bubur Ayam - Sate Usus - Puyuh Rebus,18 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",K**** E*****,20 Januari 2018,5.0,bubur polos aja enak...gurih...,Bubur Polos - Sate Usus - Bubur Ayam,14 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S**** P****,17 Juli 2018,4.0,PORSI TERLALU SEDIKIT,Bubur Special 4 - Sate Usus - Puyuh Rebus,15 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A** S*********,10 November 2019,5.0,mantap buat sarapan pagi,Bubur Ayam,15 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M**************,1 November 2015,5.0,bubur terenak yg saya makan,Bubur Ayam,15 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S****,17 November 2018,1.0,kecewa karna aku pesennya ayam bubur spesial..tapi disitu gadapat telur rebus..cuman bubur ayam biasa.dua2nya lgi gada telur rebusnya,Bubur Special 4 - Bubur Special 1 - Bubur Ayam - Sate Usus,13 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N**** Y******,25 Oktober 2017,3.0,harga kemahalan,Bubur Special 4,7 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R**** M******,27 Agustus 2019,5.0,terima kasih pak bubur ayam nya enak banget pas di lidah saya.,Bubur Ayam,9 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******,20 Agustus 2015,1.0,ayamnya manawoiiii??????!!!!,Bubur Ayam - Sate Usus,9 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",V***,13 April 2016,1.0,pesanan kami kurang telur puyuh 2. tdk konfirmasi,Bubur Ayam - Sate Usus - Puyuh Rebus,9 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D******,25 Januari 2019,4.0,"beli yang paket 28, ribu. tapi gak ada telorny 😥pehl lagi ngidam",Bubur Special 1 - Puyuh Rebus - Sate Usus,3 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M*****,19 November 2015,3.0,Porsi tambah sedikit aja,Bubur Ayam,4 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",E*****,23 Oktober 2015,1.0,pesan puyuh rebus di nota tertulis tapi saat makanan datang puyuh rebusnya gak ada cuma bubur ayam & teh hangat saja :(,Bubur Ayam - Puyuh Rebus - Teh Hangat,1 November 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M**** P*********,7 September 2019,5.0,porsinya klu bisa di tambah lg mas soalnya terlalu dikit banget itu,Bubur Ayam,30 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A***,5 November 2017,5.0,porsinya kurang euy,Bubur Ayam - Emping,26 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I******* M******,28 Desember 2015,5.0,porsinya terlalu sedikit,Bubur Ayam - Puyuh Rebus,20 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F********* H**** S*****,31 Juli 2019,4.0,kurang kecap hehe,Bubur Ayam,9 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S*****,9 April 2017,3.0,porsinya kurang td jg ada yg isinya ga kengkap hehehehe,Bubur Ayam,7 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M****** N***,19 Juni 2018,5.0,Sayang kuahnya dikit bangetttt 😭😭,Bubur Ayam - Puyuh Rebus - Teh Hangat,5 Oktober 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",J****,23 Februari 2019,3.0,kacang nya selalu gak ada,Bubur Ayam - Bubur Polos,28 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R*** M****** H***,5 Juli 2016,2.0,Gk ada topping kacang nya seperti dicabang yg lain,Bubur Ayam,29 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",E*****,9 Maret 2016,2.0,pesan tambahan sate usus 2 tusuk lupa tdk dimasukkan dl  kresek jd tdk kita terima,Bubur Ayam - Sate Usus - Teh Hangat,27 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",T****,4 September 2015,1.0,"porsinyz dikit bgt, ga SAMA kalau belj langsung. kapok!",Bubur Ayam,27 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M******,24 Januari 2019,3.0,jangan asin ya pak,Bubur Ayam,18 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",K****** H******,22 Mei 2019,3.0,porsinya kok kaya 1/2 porsi,Es Teh - Es Jeruk - Bubur Ayam,22 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D****,1 September 2016,4.0,mau kecap manis,Bubur Ayam - Jeruk Hangat - Puyuh Rebus,21 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F*****,24 Juni 2015,3.0,"bubur nya ada item2 nya, dan beberapa suapan, masih mentah",Bubur Polos,16 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N*** H***,2 Juli 2019,5.0,sayang porsinya dikitt,Bubur Polos - Bubur Ayam,11 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",H**** O******,11 September 2015,5.0,tapi porsinya kurang banyak😁,Bubur Ayam - Puyuh Rebus,10 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C****,22 Juni 2017,1.0,sangat tdk memuaskan... bubur dingin sekali di jual ke org... es jeruk terasa pahit tdk layak untuk diminum.... bagaimana ini kedai seperti ini koq dipakai.... ???,Bubur Ayam - Es Jeruk,7 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R**** A******,18 Juni 2019,3.0,buburnya aroma gosong,Bubur Polos,3 September 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A*** A********* F*******,23 April 2017,4.0,"Rasa pas 👍
Porsinya terlalu sedikit untuk ukuran orang dewasa, untuk kemasan buburnya sendiri bisa di plastik baru dikemas kedalam kotak sterofom agar tidak mudah tumpah.",N/A,25 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******,26 Januari 2017,5.0,porsi kurang banyak,N/A,21 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",P*****,17 Januari 2018,3.0,porsi nya tolong ditambahin .. jgn sedikit,Bubur Ayam - Puyuh Rebus,8 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",K*******,2 Agustus 2015,4.0,"porsinya kurang, banyak",N/A,7 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R***,30 Juni 2016,4.0,buburnya porsinya kurang,N/A,5 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S**** P****,26 Juni 2019,2.0,"harga 12 ribu, nota pembayaran 10 ribu. Kesegaran kurang.",Bubur Ayam,3 Agustus 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S**** A** P*******,2 Desember 2016,5.0,"harga nya beda, d tulis 8k ternyata 10k",N/A,14 Juli 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",I**** F**** A***********,12 September 2016,3.0,Ditambahi kuahnya ya,N/A,18 Mei 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S*** D* S****** A********,24 Juni 2015,5.0,"bubur ayam favorit anak2 saya dalam segala keadaan, baik sehat Dan sakit",N/A,16 Mei 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N***************,5 September 2015,5.0,agak beda ya sama yg d bali hehe,N/A,25 April 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D**** H****,21 Oktober 2016,1.0,"sate puyuh nya tidak Recommended , yang di kasih telur puyuh rebus utuh",N/A,6 April 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******,26 Januari 2017,1.0,harga tidak sesuai aplikasi...porsi sedikit..,N/A,19 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S*********,15 Mei 2017,4.0,nggak dikasih kacang dan sambal,N/A,13 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D***** F**** C****** S******,14 Agustus 2018,5.0,enak karena lapar hehehe,N/A,10 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R*****,31 Mei 2016,4.0,kurang banyak buburnya hehe,N/A,9 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",J******,17 Oktober 2015,4.0,harga di aplikasi beda dgn di bon,N/A,5 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",F****,15 November 2017,2.0,buburnya sangit,N/A,5 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M*****,5 Desember 2016,3.0,porsi terlalu dikit,N/A,1 Maret 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A****,10 Agustus 2015,4.0,ya allah..porsine suitik,N/A,27 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",B** R*****,30 Juni 2015,3.0,porsi kecil amat,N/A,22 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",N**** L****,23 April 2017,5.0,enak banget bubur nyaa👍👍,N/A,23 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",C*****,8 Desember 2016,4.0,Porsinya terlalu dikit,N/A,22 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",R**** K*****,11 November 2018,3.0,harga di apps disamaain dong trus porsinya ditambah dikit ya,N/A,17 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",W**** M****,14 September 2015,5.0,Sayang ayamnya habis,N/A,15 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",S******,10 Januari 2017,4.0,"lumayan
tp kurang hangat",N/A,14 Februari 2019,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D*** K******* S***,2 Desember 2017,5.0,buburnya trlalu sedikit,N/A,30 September 2018,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",Z***,26 Juli 2015,4.0,"Saran sih, tolong berikan sendok",N/A,11 September 2018,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",D*** S,2 September 2015,5.0,Porsi nya ga stabil kadang banyak kadang sedikit,N/A,3 September 2018,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",T****,17 Juni 2015,2.0,"They can make the broth thicker, put some sweet soy sauce",N/A,2 Agustus 2018,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",M** S*******,24 Agustus 2015,4.0,harganya beda kek yg di list sma di nota,N/A,15 Juli 2018,2025-07-11 22:17:22
"Bubur Ayam Bang Rossi, Dharmawangsa",A**,12 September 2015,5.0,"saya pesen es jeruk, dikasihnya teh tawar😊",N/A,23 Mei 2018,2025-07-11 22:17:22
"Kebab Bosman, Gubeng",Syahrais Imron Ibrahim,14 Maret 2025,5.0,mantul pas bgt oke,Special Kebab,10 Juli 2025,2025-07-11 22:17:30
"Kebab Bosman, Gubeng",Jojo,9 Maret 2022,5.0,"Nyoba yang lain dikit, yang ayam enak rasanya! trus yang keju wenak juga bumbunya, pisang coklatnya juga enak!","Explorasa - Burger Keju - Buy One Get One Burger Free 2 Cleo, Piscok - Buy One Get One Burger Free 2 Cleo, Piscok",28 Juni 2025,2025-07-11 22:17:30
"Kebab Bosman, Gubeng",Jojo,9 Maret 2022,5.0,burgernya enak 👍 lumayan juga diskon gede 🙏,3 Spesial Burger,21 Juni 2025,2025-07-11 22:17:30
"Kebab Bosman, Gubeng",J*****,15 Agustus 2019,4.0,cirengnya tepung doang alias isinya seuprit 😭,Kebab Jumbo - Promo Cireng Isi,31 Mei 2025,2025-07-11 22:17:30
"Kebab Bosman, Gubeng",fadhly,19 September 2017,5.0,sesuai rasa dan harga,"Buy One Get One Burger Free 2 Cleo, Piscok - Kebab Jumbo Tanpa Sayur - Kebab Jumbo Buy 1 Get 1",29 Mei 2025,2025-07-11 22:17:30
"Kebab Bosman, Gubeng",G***** P*********,28 Januari 2020,1.0,"kecewa banget roti maryam nya gosong, kebabnya jg gosong tengahnya, piscoknya g lumer kayak biasanya","Buy One Get One Kebab Free 2 Cleo, Maryam - Buy One Get One Burger Free 2 Cleo, Piscok",23 Mei 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",A** M***** A***,17 Mei 2021,2.0,ini emng maryamnya gada toping apa gmn ya? mana keras bgt lg,"Buy One Get One Kebab Free 2 Cleo, Maryam",19 Mei 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",D****,29 Maret 2019,2.0,"GOSONG! Bisa2nya ngasih pembeli produk yg gosong! bener2 item loh! ga mungkin kalo ga keliatan, ini beli loh bukan minta! dalemnya jg kurang mateng, fix apinya kegedean! gosong diluar mentah didalem, mantap👍
dagingnya jg merah bgt, ga wajar merahnya. sayang bgt disini gabisa ksh foto buat bukti. semoga diperbaiki lagi ya kualitas produk & layanannya, makasih",Kebab Jumbo Buy 1 Get 1,5 Mei 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",Raditya gibran,7 Oktober 2024,1.0,"masak kebab jumbo isiannya sama kayak yg kecil, burgernya GK ada sayur sama kebabnya jga GK ada sayur jdi, dengan kasih promo jadi orang tertarik tpi untuk porsinya sama kayak yg kecil","Kebab Jumbo Buy 1 Get 1 - Buy One Get One Burger Free 2 Cleo, Piscok",3 April 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",Andreas D S,1 September 2021,5.0,"ga ada sayur diganti daging, keren sih",3 Kebab Jumbo,1 April 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",Jonathan Gabriel,9 Maret 2022,5.0,"very delish, very demure 👍🍴",3 Kebab Jumbo - 3 Spesial Burger,27 Maret 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",Jonathan Gabriel,9 Maret 2022,5.0,"big ups, delish as always 👍",#B1G1 Paket 2 Kebab Jumbo + 1 Special Burger,16 Maret 2025,2025-07-11 22:17:31
"Kebab Bosman, Gubeng",Jonathan Gabriel,9 Maret 2022,5.0,"Wenak wenak! Udah diskon gede, dapet banyak lagi! Rekomen! 👍",3 Spesial Burger,11 Maret 2025,2025-07-11 22:17:31
