Nama Restoran,Nama,Pengguna Gojek Sejak,Rating,Ulasan,Produk yang Dibeli,Tanggal Beli,Waktu Scraping
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",wisnu,4 Februari 2019,3.0,nunggunya sejam lebih,Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas,2 April 2025,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",WANG ING,3 Januari 2016,1.0,mbak itu pesanan sy kok lelenya tdk ada kan pesanan sy bandeng presto 1bj nasi 2 bj telur dadar 1bj lele 1bj knp kok lelenya tdk kasih pdhl sdh sy byr gmn nih cara pelayanannya kok tdk benar tlg dikembalikan uang sy,Bandeng Presto - Lele Goreng - Telur Mata Sapi / Dadar - Nasi Putih,30 Maret 2025,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y***** A*****,9 November 2018,5.0,"Rasanya enak, porsi nya banyak, sambelnya super banyak super nampol 😋",Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas - Tahu / Tempe,16 Oktober 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Riodika sukmawan,6 Januari 2019,5.0,sesuai ekspektasi saya.. trima kasih,Nasi Lele Kremes - Telur Mata Sapi / Dadar - Paket Nasi Udang Kremes,26 Agustus 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",ulfi karomah,31 Desember 2017,5.0,enakk porsi pas,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas - Sambelan Bandeng Presto,15 Agustus 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",i gusti ngurah made budayana,2 September 2015,1.0,"Jangan harap kayak gambar jauh, bebek ukurannya kayak jari kelingking. Dehh dahlah sekali saja. Kecur semua",Bebek Paha/ Dada - Nasi Ayam Goreng + Telur Komplit Special,3 Mei 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Pralita,15 Juni 2015,3.0,"makanan tidak sesuai pesanan. 
pesan lele 2 yang datang 1 lele dan nasi",Paket Mantul Dua (lele) - Nasi Udang Kremes T3 + Telur Sbl Bawang S. Pedas,18 April 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Mikail yongki,10 Agustus 2019,5.0,"sambalnya yg ijo enak banget, pas rasa dan pedasnya, tp ukuran ayamnya kecil",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas - Nasi Ayam Goreng Serundeng T3,16 April 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",P****,23 Juli 2017,4.0,"maaf *4, krn mmg ini makanan dan minuman TA, sebaiknya menyediakan mesin press utk minuman, shg aman tdk bocor atau tumpah, minuman orderan hari ini tumpah semua",Nasi Ayam Mangap T3 Sambel Teri - Nasi Ayam Goreng + Telur Komplit Special - Nasi Udang Kremes T3 + Telur Sbl Bawang S. Pedas - Penyetan Wader - Es Good Day Freeze - Es Teh Manis/Tawar - Es Milo,13 April 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Rahmita Alfinda,20 Februari 2022,2.0,aku pesen sambel pencit tpi yg di kasih sambal bawang 😔,Paket Mantul 3 (ayam) - Telur Mata Sapi / Dadar - Es Milo,26 Maret 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",i gusti ngurah made budayana,2 September 2015,1.0,"Mananya sambel uleg jauh banget dari gambar. Bebek juga kecilnya astagaaaa, ayam tulang tok kecil lagi. Sambel minyaaakkk doang, gada uleg ulegann. Kalau ada bintang dibawah 1 kukasih itu",Nasi Bebek Sambel Ijo Super Pedas - Nasi Ayam Goreng + Telur Komplit Special,3 Februari 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Erik Dwi Prasetya,11 Juli 2023,1.0,"mujaernya dalamnya pucat tidak seperti resto lainnya,rasanya jg tidak enak.nasinya juga keras 😪😪😪",Nasi Ayam Mangap T3 Sambel Terasi - Paket Mantul 4 (mujair),8 Januari 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",tika,16 Mei 2016,3.0,untuk ikan klu bisa di bagian belah belah tengahny agar bumbu nyerap,Paket Mantul 4 (mujair) - Sambelan Bandeng Presto,1 Januari 2024,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",alyssa ocky,31 Juli 2019,2.0,"nasi terlalu lembek, tahu tempe kecil, terong tidak ada, dan sambal terlalu manis",Nasi Ayam Kremes Sambel Pencit - Nasi Udang Kremes + Telur T3 Sambel Terasi Muantep,28 Desember 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y**** F***,11 Juni 2017,4.0,"Enak, Terima kasih 🙏🏻",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,10 Desember 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F******** R******* S********,6 Agustus 2019,4.0,"Mohon maaf banget ya kakk, tapi bercandanya jangan gitu juga dong😭 Ayam gorengnya tulang doang, dagingnya seuprittt banget. Jadi kayak makan nasi lauk tempe+tahu+terong (tapi terongnya separuh doang soalnya separuhnya lagi dapet kulit yg keras banget(?) ngga tau itu kenapa soalnya belum pernah makan terong kayak gitu) dengan garnish ayam🥲 Saya mikir, saya ada dosa apa sama kakaknya... tapi kan baru pertama beli di sini...",Teh Pucuk Harum 350 ml - Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,8 Desember 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A****,7 Mei 2016,2.0,"Baru aja pesan 2 porsi, terongnya pait bener kyk rasa pestisida 😭",Bebek Paha/ Dada - Paket Mantul 1 (bebek) - Tambah Sambel,7 November 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Dian,20 Agustus 2017,2.0,"sambelnya kok kecut ya, tempe kayak nget2an dan bau ikan ( sepertinya pake minyak bekas goreng ikan) , rasa ayam hambar",Nasi Ayam Mangap T3 Sambel Bawang Spr Pedas - Nasi Indomie Rica Rica,24 Oktober 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",E*******,23 Maret 2018,3.0,Pesan Paket mantul 2 lele tapi isinya 1 Lele aja,Nasi Lele Kremes - Paket Mantul Dua (lele),22 Juli 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",misnawati,20 Oktober 2022,5.0,enakkkkkkkkkkkkkkkkkkkkkkkkkkkk,Nasi Ayam Goreng + Telur Komplit Special,15 Juli 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",misnawati,20 Oktober 2022,5.0,enakkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,Nasi Ayam Goreng + Telur Komplit Special - Nasi Putih,15 Juli 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I** W********,8 Juni 2017,1.0,"rasa lele nya hambar , dan rasa ikan nya tidak fresh , digoreng hancur patah jadi 2 lele nya dan dagingnya hancur lengket .",Lele,21 Juni 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Aris Tri Prasetyo,3 Agustus 2018,5.0,"Nah, gitu dong ada nasinya. Wong tulisannya nasi indomie ya harus ada nasinya, wong harganya juga beda dengan indomie saja.",Nasi Ati Ampela T3 - Nasi Indomie Geprek,30 Mei 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Aris Tri Prasetyo,3 Agustus 2018,2.0,"Beli nasi indomie geprek kok gak ada nasinya ... 13k cuma mie saja tanpa nasi??? Bahkan kalau lupa sekalipun, duitnya ga bisa kembali lagi. Nasinya juga tidak bisa dikirim kan. Pagi-pagi mau sarapan sudah dibuat kecewa.",Nasi Indomie Geprek - Paket Nasi Lele Dhower,28 Mei 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Elly Agustina Sari,6 Januari 2019,5.0,alapiyuuuu cheeefff nya,Nasi Ayam Goreng + Telur Komplit Special,4 Mei 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",RINI SUSIYANTI,25 Januari 2021,1.0,pesan bebek sambel ijo di kasih sambel uleg 🤕,Nasi Bebek Dhomble - Nasi Bebek Sambel Ijo Super Pedas - Nasi Ati Ampela T3,11 April 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y**** A** K*****,28 Maret 2020,5.0,muantabs rasa dan porsinya,Nasi Lele Kremes,31 Maret 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M***,25 November 2018,4.0,coba pakai pencit yang potongan biar lebih seger,Penyetan Wader,28 Maret 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Daniar/Danik,1 Maret 2019,5.0,mantap pokoknya,Nasi Babat Udang Spesial - Paket Nasi Lele Dhower,13 Maret 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Rahendra Wardhana,28 Agustus 2021,4.0,"uenak banget..benar2 P3K,Pertolongan Pertama Perut Keroncongan..trims",Nasi Bebek Dhomble,26 Februari 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Yenny Mei,4 November 2021,5.0,enak rasanya mantap,Nasi Bebek Sambel Ijo Super Pedas - Tahu / Tempe - Tambah Sambel,19 Januari 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",rafi chalid anwar,24 Juli 2017,1.0,"Lauk bebeknya kuecil hampir gaada daging, kalo ganiat mending gausah boss.",Nasi Bebek Dhomble - Nasi Tahu Tempe Terong,14 Februari 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Yenny Mei,4 November 2021,5.0,mantap sekali rasanya,Tahu / Tempe - Paket Mantul 4 (mujair),25 November 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,2.0,baru sekarang aq kecewa nasi nya keras ungkul2😭😭 Biasanya GK begini karena sudah langganan,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas - Nasi Ayam Goreng + Telur Komplit Special - Nasi Bebek Sambel Ijo Super Pedas,1 Januari 2023,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A*****,13 Desember 2022,1.0,"sambalnya sudah bau,tolong di cek kembali kalau mau melayani pesanan",Nasi Babat Usus - Nasi Udang Kremes + Telur T3 Sambel Pencit,29 Desember 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A***,19 Oktober 2020,3.0,bebek nya kecil,Bebek Goreng Special Sambel Ijo,28 Desember 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Nisa Dwi,29 Oktober 2020,4.0,porsi oke tp segi kremesnya kurang,Nasi Udang Kremes + Telur T3 Sambel Terasi Muantep - Penyetan Wader - Nasi Lele Kremes,18 Desember 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R***,5 Mei 2020,3.0,sambalnya klu ukuran pedas msh kurang,Nasi Ayam Mangap T3 Sambel Terasi,30 Oktober 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Muhammad Imran,15 November 2017,1.0,very bad experience 😕,Paket Nasi Udang Kremes,8 Oktober 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F***** Z******** Z***,5 Januari 2019,4.0,untuk semuanya enak sih cuman yang perlu ditingkatkan itu porsi karena kemungkinan yang pesan itu anak kost jadi perlu ditingkatkan lagi,Paket Mantul 1 (bebek) - Nasi Putih,1 September 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",fata,21 Juni 2021,1.0,"menu yg sdh habis msh saja di posting. 
dn menu order yg saya batalin karna sdh habis mala dikasik menu laine nya.",Nasi Bebek Sambel Ijo Super Pedas - Bandeng Presto,17 Agustus 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I*****,1 November 2021,5.0,porsi kurang buanyak...😃,Nasi Bebek Sambel Ijo Super Pedas - Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,21 Juli 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",H. nur,28 Desember 2021,5.0,memuas kan cpt and sip,Nasi Babat Ori - Nasi Babat Usus,21 Juli 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W***** R********,25 Juni 2018,1.0,"ayam e kecil, (bagian punggung ayam) 🤕🤕🤕🤕 kita bayar bukan gratis",Paket Mantul 4 (mujair) - Nasi Ayam Kremes T3 Sambel Terasi,18 Juli 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",andira.A®,28 Juli 2021,3.0,"dengan harga 20rb an + ongkir jadi 30rb.untuk nasgor merah   dengan harga segitu sangat di sayangkan dengan rasa yang biasa aja.
90,99% coment pembeli sebelumsebelumnya patut di baca.",Paket Nasi Udang Kremes,20 Juni 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",ety,11 Juli 2016,1.0,"tidak sesuai pesanan, kurang teliti membaca pesanan",Nasi Ayam Mangap T3 Sambel Pencit Mak Nyuss - Paket Mantul 4 (mujair),13 Juni 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F***** M*****,2 Desember 2021,2.0,sambalnya kurang banyak.. hehe,Nasi Udang Kremes + Telur T3 Sambel Teri - Nasi Putih,11 Juni 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",N***** R*****,10 Maret 2017,5.0,"Sambelnya pedes enak, minusnya cuma kurang banyak sambelnya",Paket Nasi Lele Dhower - Lele,6 Juni 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",H**** A***** P****,30 November 2021,3.0,di deskripsi lelenya 2 yang dateng 1🤣,Paket Mantul 2 (lele),25 Mei 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ratri Poernomosari,17 Maret 2016,2.0,"Bandeng prestonya kurang lunak durinya,sambal juga ga pedas sama sekali.",Paket Nasi Bandeng Presto - Telur Mata Sapi / Dadar,23 Mei 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Andra,3 Februari 2021,1.0,nasi nya kayak bubur trus bebek banyak tulang nya,Paket Mantul 1 (bebek),10 Mei 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ikrima,8 September 2017,5.0,"wenaaak bgttt
mantabbb",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,30 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,5.0,selalu endulllitta tapi porsi kurang banyak☺️🤭😘,Paket Mantul 2 (lele) - Nasi Ayam Mangap T3 Sambel Terasi,30 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",ahmad,14 Oktober 2021,1.0,nasi nya basi sama ikan nya,Paket Mantul 2 (lele),29 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,5.0,uenak sayank nya kurang buanyak porsinya☺️😁,Nasi Lele Kremes - Nasi Tahu Tempe Terong,27 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Eka Pebriningtias,8 Januari 2020,3.0,porsinya kurang😁🤗,Nasi Ayam Kremes Sambel Teri,13 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S******,6 Mei 2017,1.0,Tidak ada sambalnya. Ayam kecil. Ada rambut di makanan,Ayam Goreng Paha/ Dada - 1 Terong Utuh,11 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,5.0,enakkkkk loe tapi saynk sambel nya kurang banyak,Penyetan Telur Anti Sambat,8 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,5.0,sambel nya kurang banyak😂,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,6 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Z********,14 September 2019,5.0,"Worth it, porsinya lumayan banget. Ni sampe mikir kalo sebenernya jualan apa lagi bagi-bagi. Cocok bngt buat anak kos, apalagi kalo ada promo. Nah sarannya buat sambalnya dibanyakin lagi 👍👍👍",Nasi Ayam Kremes T3 Sambel Terasi,5 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Ana Safitri,19 September 2020,5.0,enak jadi jurus jitu saat bulan puasa pas siang2 dapat tamu bulanan🤭😍,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,4 April 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M*****,26 Oktober 2021,5.0,sambel ny kurng joss,Nasi Ayam Kremes T3 Sambel Terasi - Nasi Putih,31 Maret 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",H****,19 September 2015,5.0,"sayangnya kremesnya kurang banyak
banyakin gak akan rugi kok malah makin banyak yg langganan
aku lupa tulis minta mentik semua jadi dapat ayam paha kecil sama ceker 2 😭",Nasi Ayam Kremes T3 Sambel Bawang - Nasi Ayam Mangap T3 Sambel Terasi,28 Februari 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",L******** N** I****,2 Desember 2021,3.0,gak ada kremesan nya. ini mah peyek kacang yang dibuat kremesan.,Nasi Lele Kremes,2 Februari 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",MasBag,29 April 2019,4.0,sesuai pesanannya,Nasi Bebek Sambel Ijo Super Pedas,30 Januari 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",INDAH MARGARETHA PRAYUSTI,8 November 2017,5.0,mantap buat makanan nya. bener² dekomended. bebeknya empuk. serving nya good. lengkap banget sayur lalapan nya. semoga tetep di pertahankan spt ini. atau kl bisa ditingkatkan. tp mau di tingkatkan gmn segala mahal kan ? dg yg seperti ini udah bagussa banget dan mantappp. semoga makin banyak yg order dan bnyak rejeki ya resto nya. terima kasih sekali pas lapar alhamdulillah dapat yg perfect. awalnya coba ternyata dpt yg terbaik. sekali lagi terima kasih. mantap pokok nya.,Nasi Bebek Sambel Ijo Super Pedas - Nasi Udang Kremes + Telur T3 Sambel Pencit - Nasi Tahu Tempe Terong,11 Januari 2022,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Mochammad Ramadhan,1 Oktober 2017,2.0,daging masih ada yg mentah ikannya,Paket Mantul 4 (mujair),19 Desember 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",V*** M****,7 Agustus 2018,5.0,"Enakk dong bandengnya besar, bebeknya empuk",Paket Nasi Bandeng Presto - Paket Mantul 1 (bebek) - Nasi Putih,21 Oktober 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M*******,6 Agustus 2020,3.0,babatnya alot dn masih amis,Nasi Babat Udang Spesial - Tahu / Tempe - Telur Mata Sapi / Dadar,9 September 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A**** Y M,16 Oktober 2019,2.0,"mending beli nasi padang, harga sama kualitas beda jauh",Nasi Babat Udang Spesial,16 Juli 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R*** I*******,20 November 2015,4.0,"bumbu bebeknya sip...
tapi sambal kurang pedas",Bebek Goreng Special Sambel Ijo,5 Juli 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",Y***,28 Juni 2016,1.0,pesan lele kremes ga ada kremesnya,Telur Mata Sapi / Dadar - Nasi Lele Kremes,23 Juni 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I** D****** P****,25 Juni 2020,5.0,uenakkk poll pwrtahankan rasa dan kebersihan,Nasi Ayam Kremes T3 Sambel Bawang - Nasi Wader / Teri T3,6 Juni 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R**** E** S*****,12 April 2018,4.0,"sambalnya kurang, ayamnya enak empuuuk",Nasi Ayam Mangap T3 Sambel Teri,24 April 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S**** T*********,26 Desember 2017,2.0,porsi terlalu mahal dan rasanya terlalu hambar,Paket Nasi Bandeng Presto Utuh - Nasi Bebek Sambel Ijo Super Pedas - Tambah Sambel - Nasi Ayam Kremes T3 Sambel Terasi,10 Maret 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",T***** D***,24 Juni 2017,5.0,enak. segar bersih,Paket Nasi Udang Kremes,23 Februari 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",G**** N***** W******,4 Maret 2019,5.0,top markotop 👍👍👍,Nasi Ati Ampela T3,23 Februari 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S*******,30 Oktober 2017,4.0,"kurang lalapan aja si, seladanya gaada hehe",Nasi Ayam Kremes T3 Sambel Terasi,23 Januari 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I***** K,18 Oktober 2015,4.0,porsi nasinya kurang banyak,Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas - Nasi Bebek Sambel Ijo Super Pedas,11 Januari 2021,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",W***** Z***,8 Oktober 2017,1.0,"PESANAN TIDAK SESUAI, saya pesan udang krispi malah dikasih tepung goreng wkwk, pesen ayam sambel ijo dikasih ayam goreng biasa,",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas - Nasi Udang Kremes T3 + Telur Sbl Bawang S. Pedas - Tahu / Tempe,11 Desember 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",I** A*******,9 September 2019,5.0,saya dapet nasi yang udah kering,Nasi Ayam Kremes T3 Sambel Bawang,7 Desember 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R*** W****,27 Januari 2017,2.0,nasi dikit banget... keterangan bebek besar nyata nya kecil mungil... bonus es teh porsi anak TK rasanya kek minum air biasa... pahit kagak manis kagak.,Paket Mantul 1 (bebek),9 November 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",A*******,3 Juli 2020,5.0,sedikit sekali nasinya 😊,Nasi Wader / Teri T3,3 November 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",G***** N****,20 Februari 2018,1.0,"bebeknya kecil,sambal gak ada....gak sesuai aplikasi",Paket Mantul 1 (bebek),2 September 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M** I****,29 Desember 2016,5.0,"saya minta sambal pencit,di kasih sambal terasi",Paket Mantul 3 (ayam),27 Juni 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",P*******,21 Maret 2019,5.0,sayang untuk sambalnya kurang pedas,Paket Mantul 2 (lele),20 Juni 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M** I****,29 Desember 2016,5.0,tolong sambal pencit nya jangan terlalu asin thx,Paket Mantul 3 (ayam),29 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R*******,24 Desember 2019,1.0,minta pedes dikasi ga pedes ga ada telor juga padahal katae t3.sambel nya kurang pedes juga kurang mantap,Paket Nasi Babat Gaspol T2,22 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R****,14 Oktober 2016,3.0,nasi kurang banyak,Nasi Ayam Mangap T3 Sambel Terasi,20 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",N***** A** R,10 Desember 2018,3.0,"sambelnya kurang pedes,  bebeknya kurang lembut, rasanya kurang gurih",Nasi Ayam Kremes Sambel Pencit,19 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",R***,16 November 2017,3.0,Gk d kasih lalapan..ikan lele sm sambalnya krg berasa.,Lele - Tahu / Tempe - Tambah Sambel,18 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M***** K******* S*******,5 September 2019,5.0,kremesnya kuraaang banyak nihh hmm,Nasi Ayam Kremes T3 Sambel Terasi,13 Mei 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",M***********,16 Agustus 2019,1.0,Porsinya sedikit nasi dan ayamnya kecil banget dan lalapan beda pokoknya tidak sesuai tulisan dan gambar di menu,Nasi Ayam Mangap T3 Sambel Teri,17 April 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S********,19 Desember 2017,5.0,"langganan,  tapi tehnya tambahin lagi dong",Nasi Ayam Kremes T3 Sambel Bawang - Nasi Ayam Kremes T3 Sambel Terasi - Nasi Wader / Teri T3,13 April 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",C***,30 Agustus 2018,5.0,tingkatkan kualitas makanan ini... smoga sukses,Nasi Ayam Mangap T3 Sambel Pencit Mak Nyuss,28 Maret 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",S********,19 Desember 2017,5.0,suka sambel terasinya segerr,Nasi Ayam Kremes Sambel Pencit - Nasi Wader / Teri T3,21 Maret 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",B**** A*******,29 September 2018,4.0,"nasinya kurang banyak, hehe",Paket Mantul 1 (bebek),16 Maret 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",E**** A******,9 Februari 2020,4.0,"ayamnya gede bangettt, tapi sayang sambelnya kurang pedes. tapi tetep enak.",Nasi Ayam Goreng T3 Sambel Ijo Spr Pedas,11 Maret 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",F**** A******,22 April 2017,3.0,ayamnya kecil buu:( sama kremesannya ditambahin lagi yaa buu,Nasi Ayam Kremes T3 Sambel Bawang,9 Maret 2020,2025-07-11 22:16:10
"Anugrah Penyetan Sambel Uleg, Karang Menjangan",B**** A*******,29 September 2018,5.0,"enak, sambelnya ga pelit",Paket Mantul 1 (bebek),22 Februari 2020,2025-07-11 22:16:10
