Nama Restoran,Nama Menu,Detail Menu,Harga,Waktu Scraping
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Jumbo Pandan Jagung Keju,N/A,130.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pisang Butter Special,N/A,105.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pisang Cokelat Keju Special,N/A,105.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Jadul,Adonan Agak Tipis Isi Gula Halus 10slice,50.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Polos Susu,Tanpa Topping Hanya Susu Saja,51.500,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Cokelat Mesis,N/A,55.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Special Cokelat Mesis,N/A,64.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",1/2 Cokelat - 1/2 Keju Biasa,N/A,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Cokelat, Kacang,Wijen",N/A,69.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Special Setengah Cokelat Setengah Keju,Cokelat dan keju lebih tebal dan tambahan roombutter,88.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Cokelat Keju,N/A,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Special Cokelat Keju,Lebih tebal Adonan Topping dan lebih mantap,88.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Keju Susu Biasa,Gambar Isi Keju Susu Spesial,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Special Keju Polos,Keju lebih tebal dan mantap,88.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Super Xtra Keju,"Dengan topping keju super tebal, favorit penggemar keju",115.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Keju Parut + Oreo,N/A,89.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Cokelat,kacang,wijen,keju",N/A,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Special (cokelat,kacang,wijen,keju)","Topping lebih tebal ,butter Lbh Banyak",93.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Special Keju, Kacang, Wijen",N/A,88.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Terang Bulan Kismis (Cokelat, Kacang, Wijen, Keju)",Kismis didalam Adonan,88.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","(Adonan cokelat )Cheese filling, cokelat",Adonan Cokelat Isi Keju Selai Yg Sangat Creamy Ditambah Cokelat Mesis  Dan Susu,92.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Double Cheese (Cheese Cream + Keju Parut),Selai Keju Yg Creamy Ditambah Keju Parut Yg Gurih Wajib Coba !!Favorit penggemar keju,105.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pandan Polos Susu (Tanpa Topping),Bisa juga tanpa susu,56.500,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pandan Cheese Filling + Oreo,adonan rasa pandan Isi Selai Keju Yg Creamy Ditambah Oreo Yg Diremuk Membuat Rasanya Ga Eneg Tapi UENAK bangettt,104.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Red Velvet Cheese Filling + Oreo,Adonan RED Velvet aroma Yg Manis Diisi Dengan Selai Keju Dan Oreo Yg Diremuk Ditambah Susu Kental Manis Dijamin mantulll,115.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Red Velvet Keju Parut Oreo,Topping keju kraft oreo,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Ovomaltine,N/A,140.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Ovomaltine + Keju,N/A,155.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Nutella,Selai NUTELLA,140.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Nutella + keju,N/A,155.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Red Velvet Cheese Cream Oreo,Favorit,115.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Tambah rasa Adonan : Red Velvet,strawberry,pandan,cokelat,blackforest",Pilih salah satu rasa adonan dengan + harga diatas,12.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO polos Susu,Tanpa Topping Hanya Susu Saja,70.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cokelat,Isi 22 Potong,86.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cokelat + Keju,N/A,110.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","JUMBO Cokelat, Kacang, Wijen",N/A,100.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","JUMBO Campur(Cokelat, Kacang, Wijen, Keju)",N/A,114.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Keju Polos Special,Keju lebih tebal dan mantap.,120.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cokelat Keju Spesial,"Special lebih tebal dan mantap ukuran loyang besar, Butter Spesial",120.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","JUMBO Special (cokelat, Kacang, Wijen, Keju)","Special Butter, lebih tebal lebih mantap",120.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cheese Filling + Keju,N/A,140.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cheese Filling + Oreo,N/A,130.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Ovomaltine/nutella,N/A,155.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Ovomaltine Keju,Loyang besar 32cm,165.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Nutella Keju,Loyang besar 32cm,165.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Red Velvet Cheese Cream Oreo,Ukuran Jumbo 32cm (22 potong),165.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Red Velvet Keju Parut Oreo,Topping keju kraft dan oreo ukuran jumbo,132.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Tipis Kering,"Pilihan topping : cokelat, kacang, wijen, keju (bisa pilih )",70.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Tipis Kering Jumbo,"Pilihan topping cokelat, kacang, wijen, keju",85.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Mini PREMIUM,"1 Box Isi 7 Bisa Mix( Cokelat, Cokelat Keju,cokelat Kacang,keju,oreo,strawberry, Blueberry",50.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pandan Jagung Keju,"Adonan Pandan, Jagung Manis Dan Keju",100.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Jumbo Pandan Jagung Keju,"Ukuran Loyang Jumbo, Adonan Pandan Jagung Keju Parut Susu",130.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Cuko Tanpa Bawang Botol 100Ml,N/A,9.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Kapal Selam Vegetarian,"Kentang sebagai pengganti ikan, cuko tanpa bawang cocok utk vegetarian / alergi ikan, isi telur",37.500,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Lenjer GORENG Vegetarian,"Difoto Lenjer Rebus, Kentang Sebagai Pengganti Ikan ,cuko Tanpa Bawang Putih Bila Tdk Suka Goreng Boleh Request Di RESTO bukan Driver , Tanpa Isi Telur",35.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Cuko Bawang Botol 100Ml,N/A,8.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Kapal Selam JUMBO,Ikan Tenggiri Premium Asli,37.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Kapal Selam Biasa,N/A,28.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Lenjer JUMBO,Ikan Tenggiri Premium Asli,34.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Lenjer Biasa,N/A,28.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Mix,"Ikan Tenggiri Premium Asli, Isi 1kapal selam kecil + 1 lenjer kecil",37.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Lenggang Ikan,Telur Yg Didadar Dengan Potongan Pempek,29.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek adaan (3pcs),"Terbuat Dari Ikan Tenggiri Premium,memiliki Aroma Yg Lbh Wangi Krn Ada Bawang Daun Dan Santan Sudah Dapat Cuko,sambal,mie Dan Timun",33.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",PAKET B,1 Kapal Selam Kecil+1 Lenjer Kecil+ 1adaan,46.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es kacang ijo,"K. ijo, santan, agar2, es pasrah dan skm",15.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Kacang Ijo Jumbo,1 porsi setengah dari biasa,19.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es kacang ijo degan,N/A,16.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Kacang Ijo Jumbo Degan,N/A,22.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es K. Ijo Nangka,Dengan buah nangka,19.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es K. Ijo Jumbo Nangka,Porsi jumbo lebih besar,25.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Duren,"Bagi penggemar duren, isinya : Daging duren 2 potong , degan, agar.",37.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Kacang ijo Hangat degan,N/A,16.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Kacang Ijo Hangat Roti,N/A,16.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es NANGKA,"Nangka, Degan,agar2, Santan, Sirup Merah, Susu",22.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Degan,"Air Degan, Degan, Sirup dan Es Batu Kristal",16.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Degan Susu,"Air Degan, Degan, Sirup,susu Dan Es Batu Kristal",19.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Es Kacang Ijo Duren (Medan),Es Kacang Ijo Dengan Duren Medan Kualitas,25.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Saridele Original Kecil 330ml,Asli dan tanpa bahan pengawet,11.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Saridele Original Besar 1, 5Ltr Manis","Gula asli dan tanpa bahan pengawet (1, 5ltr)",35.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Sari Dele Kecil 330ml RASA COKELAT,Saridele Kental Dan Murni Rasa Cokelat,12.500,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Sari Dele Kecil 330Ml Rasa Strawberry,Sari dele murni dan kental dg rasa strawberry,12.500,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Sari Dele Besar 1,5 Ltr Tawar Tanpa Gula",Sari dele original tawar tanpa gula,35.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pisang Butter Special,Terang Bulan Pisang Susu Dan Butter,105.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pisang Cokelat Keju Special,Terang Bulan Pisang Cokelat Dan Keju,105.000,2025-07-04 21:24:13
"Surabaya Patata, Dharmahusada",Black Patata,Salah satu varian best seller di Surabaya Patata yakni Black Patata. Coklat filling di dalam serta taburan khas dari oreo semakin memanjakan lidah di tiap gigitannya.,99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Cheese Patata,"Terbuat dari kentang pilihan, keju filling dan taburan keju parut adalah penampilan ciamik dari Cheese Patata. Soal rasa, jangan lagi ditanya. Bagi penggemar keju,",99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Nutella Patata,varian lain dari cake Surabaya Patata. Paduan olahan antara coklat filling dan peanut butternya benar-benar menghasilkan cake yang bisa dinikmati semua kalangan usia.,99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Greentea Patata,"salah satu varian cake Patata yang memiliki warna lebih menyolok dari yang lain. Tak mengherankan juga, karena meskipun ada coklat filling di dalam taburan Green Tea sebagai topping semakin melengkapi rasa yang ada di dalamnya.",97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Tiramisu Patata,"Varian cake Surabaya Patata berbahan dasar kentang dengan cita rasa tiramisu yang khas. Dilengkapi dengan filling dari perpaduan coklat, moka, dan keju. Ditambah dengan taburan biskuit bercita rasa kopi yang dihaluskan,",97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Black Patata,Salah satu varian best seller di Surabaya Patata yakni Black Patata. Coklat filling di dalam serta taburan khas dari oreo semakin memanjakan lidah di tiap gigitannya.,99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Cheese Patata,"Terbuat dari kentang pilihan, keju filling dan taburan keju parut adalah penampilan ciamik dari Cheese Patata. Soal rasa, jangan lagi ditanya. Bagi penggemar keju,",99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Greentea Patata,"salah satu varian cake Patata yang memiliki warna lebih menyolok dari yang lain. Tak mengherankan juga, karena meskipun ada coklat filling di dalam taburan Green Tea sebagai topping semakin melengkapi rasa yang ada di dalamnya.",97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Nutella Patata,varian lain dari cake Surabaya Patata. Paduan olahan antara coklat filling dan peanut butternya benar-benar menghasilkan cake yang bisa dinikmati semua kalangan usia.,99.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Tiramisu Patata,"Varian cake Surabaya Patata berbahan dasar kentang dengan cita rasa tiramisu yang khas. Dilengkapi dengan filling dari perpaduan coklat, moka, dan keju. Ditambah dengan taburan biskuit bercita rasa kopi yang dihaluskan,",97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Red velvet Patata,N/A,97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Doublechoco Patata,"Patata Double Choco dengan coklat yang melimpah, paduan roti cokelat lembut dengan toping parutan cokelat dan filling coklat lumer, penuh rasa cokelat dalam satu kue Surabaya Patata yang spesial.",97.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Flash Sale 2 Patata,Variannya menyesuaikan stok yang ready di outlet.,150.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Strawberry Patata,"Varian cake Patata yang Manis dan Segar, dengan isian selai strawberry yang lumer, topping cokelat putih melimpah, dan roti khas Patata yang lembut, semua hadir dalam Strawberry Patata.",87.500,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Coffee Patata,"Nikmati cita rasa kopi dalam setiap gigitan Coffee Patata, dengan perpaduan roti lembut, filling cream kopi dan toping taburan coklat melimpah. Coffee Patata teman seru untuk menemani kegiatan setiap hari.",93.500,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",PATATA TARO,"Nikmati rasa manis dan creamy dari Taro Patata, dengan taburan toping, dan filling rasa taro spesial dari Surabaya Patata.",91.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Original,Lapis Kukus Dengan Rasa Cokelat Original Dan Toping Meses Cokelat.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Cheese,Lapis Kukus Dengan Taburan Keju Parut.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Choco Peanut,Lapis Kukus Dengan Taburan Kacang Dan Meses Cokelat.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Choco Holic,Lapis Kukus Dengan Toping Cokelat Lumer Dan Selai Strawberry.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Black Forest,"Nikmati cita rasa yang lebih premium di Lapis Patata Black Forest, memadukan kelembutan kue lapis patata, dengan cita rasa elegan cokelat hitam, krim lembut, dan sentuhan rasa ala Black Forest.",68.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Choco Pandan,Lapis Kukus Dengan Rasa Pandan Dan Toping Cokelat Putih.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Lapis Patata Durian,Lapis Kukus Dengan Rasa Durian.,59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Brownies Patata Chocolate,"Brownies yang padat akan rasa cokelat yang nikmat, cocok untuk penggemar cokelat !",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Brownies Patata Nutella,"Brownies spesial dengan kombinasi cokelat dan kacang, rasakan pengalaman manis Brownies Patata !",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Brownies Patata Cheese,"Brownies dengan perpaduan rasa manis dan gurih yang lezat, nikmati spesialnya brownies dengan taburan keju yang lezat !",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",PAPIA KEJU,"Papia Keju:Papia bakpia rasa keju hadir dengan sentuhan modern yang menggoda lidah. Kulitnya lembut, isi keju dengan cita rasa gurih, dan manis yang lezat.",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Papia Cokelat,"Papia cokelat:rasakan perpaduan sempurna antara kulit bakpia yang lembut dan isian cokelat yang melimpah, manis, dan bikin nagih. Papia rasa cokelat cocok jadi teman santai, camilan harian, atau oleh-oleh.",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",PAPIA KACANG HIJAU,"Papia Kacang Hijau:Rasakan kelezatan klasik dalam setiap gigitan Papia! Bakpia rasa kacang hijau ini menghadirkan perpaduan kulit lembut dan isian kacang hijau yang manis, halus, dan menggugah selera",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",PAPIA KACANG MERAH,"Papia Kacang Merah:Papia Bakpia kacang merah, Camilan Lembut Bikin Nagih!Manisnya kacang merah dibalut kulit bakpia yang lembut pas banget buat nemenin santai atau jadi oleh-oleh.",59.000,2025-07-04 21:24:46
"Surabaya Patata, Dharmahusada",Bundling 3 Lapis Patata,Bisa Disertakan Untuk Varian Rasa Di Catatan Ya.,140.000,2025-07-04 21:24:46
"Kebab Kings, Kenjeran",Kebab Beef Ori,N/A,30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maryam KingChiz,N/A,23.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Beef Jumbo + Teh Botol,N/A,38.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Teh Pucuk Harum,N/A,8.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Combo Beef,N/A,89.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Promo Gajian,N/A,90.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger Blackpepa,N/A,29.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Veggies Healthy Choice,N/A,20.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Combo Duet,"Kebab Crunchy, Kebab Blackpepa, Kebab Tuna",90.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Combo Chiz,"Kebab Supreme, Kebab King Chiz, Chiz Burger",93.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Combo Beef,"Kebab Beef Jumbo, Kebab Beeful, Beef Burger",89.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Promo Gajian,3 kebab king beef original,90.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Beef Jumbo + Teh Botol,Kebab beef jumbo + teh pucuk 350ml,38.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Beef Ori,Kebab dengan isian Daging Sapi + Sayur,30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Crunchy,Kebab Dengan Isian Crispy Chicken + Sayur,30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Omeleto,"Kebab dengan isian sosis sapi, telur dan keju",32.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab King Chiz,"Kebab dengan isian daging,keju dan saus keju",32.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab BlackPepa,"Kebab dengan isian daging, telur dan saus blackpepper",32.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Beefull,Kebab dengan isian daging yg berlimpah,32.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Supreme,"Kebab dengan isian daging, telur dan keju",32.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Tuna,Kebab dengan isian tuna dan sayur,28.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Sosisz,Kebab dengan isian sosis sapi dan sayur,28.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Kebab Veggies Healthy Choice,"Kebab dengan isian lettuce, timun, tomat dan bawang bombay dengan atau tanpa saus tomat, saus sambal serta mayo. untuk kamu yang pengen makan healthy ya",20.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Hotdog,Roti Hotdog dengan isi sosis sapi dan sayur,25.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger Beef,Roti dengan isian sayur dan beef patties yg lezat,27.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger Chicken,Roti burger dengan isian chicken patties dan sayuran,26.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger Crunchy,Burger dengan isian sayur dan chicken crispy,27.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maxduo Beef,Roti Burger Max dengan isian double beef patties dan sayuran,30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maxduo Chicken,Roti Burger Max dengan isian double chicken patties dan sayuran,30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maxduo Beef Chicken,"Roti burger max dengan isian chicken patties, beef patties dan sayuran",30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger Blackpepa,"Burger dengan isian beef patties, sayur dan saus blackpepper",29.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Burger CHIZY,"Burger Beef Dengan Double Cheese, Sayur (Lettuce, Tomat, Timun, Dan Bombay) Saus Tomat Dan Atau Saus Tomat Dan Mayo",30.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maryam KingChiz,Roti canai keju + saus keju,23.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Maryam Cheezweet,Canai dengan meses dan parutan keju,23.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Roti Canai Ori Sugar,Maryam Dengan Taburan Gula Lezaatt. Cocok Untuk Pecinta Original,20.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Keju,N/A,7.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Telur,N/A,7.000,2025-07-04 21:25:16
"Kebab Kings, Kenjeran",Teh Pucuk Harum,Extra teh pucuk harum 350ml,8.000,2025-07-04 21:25:16
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telur Komplit,"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telor Jumbo,Telur dua,32.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telur Komplit,"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tambah Telur,N/A,8.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tambah Kerupuk + Bumbu,N/A,15.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tambah Kentang,N/A,5.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telur (lontong Ganti Kentang) Super Pedes,lontong diganti kentang,25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telor Komplit (super Pedes),"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telur Komplit (Pedes),"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telor Komplit (pedes Sedang),"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
"Tahu Tek Pak Jayen, Dharmahusada",Tahu Telor Komplit (tidak Pedas),"Isi : tahu, telor, lontong, kentang, kecambah",25.000,2025-07-04 21:25:36
