Nama Restoran,Nama Menu,Detail Menu,Harga,Waktu Scraping
"DIMSUM MBLEDOS, Merr",Dimsum Mentai/Hampers,Isi 20 pcs dimsum dengan topping saos mentai torch,162.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Salmon,"Ayam, udang, salmon (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Ayam Udang,"Ayam, udang (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Hakau,"Udang, kulit lembut (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Mantao,Roti  khas china + susu kental manis (isi 3),28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Mentai/Hampers,Isi 20 pcs dimsum dengan topping saos mentai torch,162.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Diskon 50 Persen All Dimsum (Jam 06:00-07:00),Diskon 50 persen untuk variant dimsum reguler berlaku pukul 06.00-07.00,1,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Surf Roll,Boladaging sapi giling dibalut dengan udang yang fresh (4 pcs),28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Shrimp Layer,"Udang, nori dan sayuran (isi 3)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Ayam Udang,"Ayam, udang (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Lumpia Kulit Tahu,"Ayam, udang, kulit tahu (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Keichak,"ayam, jamur, wortel (isi 2)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum KuoTie/Wonton/Gyoza,"Ayam, udang, sayur (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Ceker,Ceker ayam (isi 100gr),28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Hakau,"Udang, kulit lembut (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Kuah,"Dimsum dengan kuah, jamur dan sayur",60.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Mozarella,"Ayam, udang, keju mozarella (isi 3)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Beef,"Ayam, beef (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Crab,"Ayam, udang, kepiting (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Mercon,"Ayam, udang, cabai (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Siomay Salmon,"Ayam, udang, salmon (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Ekado/Money Bag,"Ayam, udang, kulit crispy (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Pangsit,"Ayam, kulit krispi (isi 3)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Lumpia Nori,"Ayam, udang, nori (isi 3)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Udang Keju,"Ayam, udang, keju (isi 4)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Bakpao Pasir Emas,"Tesktur super lembut, isian kuning telur asin, susu (isi 3)",28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Dimsum Mantao,Roti  khas china + susu kental manis (isi 3),28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Mie Lamian Ayam Minyak Cabe,"Cocok untuk yang doyan pedas, lamian paling laris dengan mie fresh dibuat dadakan, kuah minyak cabe, gilingan cabe, ayam slice, sayur pokcoi",60.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Mie Lamian Kaldu Ayam,"Cocok untuk yang tidak suka pedas, kuah kaldu sangat nendang, mie fresh dibuat dadakan, toping ayam jamur, sayur pokcoi",59.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Bubur Polos,"Bubur gurih tidak eneg, cocok makan dengan dimsum",17.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Bubur Ayam,"Bubur gurih dengan topping ayam suwir, cakue, kerupuk pangsit",35.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Bubur Ayam Jamur,"Bubur dengan topping ayam dan jamur, cakue, kerupuk pangsit",40.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Nasi Putih,Nasi putih original,12.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Nasi Hainan,Nasi hainan khas china,17.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Queen Thai Tea,"Thai tea premium, segar otentik",30.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Mojito Artist Tea,"Green tea premium, teh bunga telang, mojito, lemon",31.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Immune Tea,Meningkatkan daya tahan tubuh,28.900,2025-07-04 21:22:32
"DIMSUM MBLEDOS, Merr",Aqua,Air mineral 330ml,10.900,2025-07-04 21:22:32
Angsle & Ronde 66,Angsle,"isi : Ketan, Roti, Kacang Ijo, Mutiara, Belinjo diberi Kuah Santan yang Gurih dan Legit.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Ronde Isi Kacang,"isi : Bola Ronde isi Kacang 3 biji, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur diberi Kuah Jahe.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Sekoteng,"isi : Roti, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur diberi Kuah Jahe.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Doger,N/A,22.000,2025-07-04 21:23:05
Angsle & Ronde 66,Ronde isi Kacang+Cup,N/A,23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Ronde Isi Kacang,N/A,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Angsle,N/A,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Sekoteng,N/A,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Paket R-A-S (Ronde-Angsle-Serabi),N/A,54.000,2025-07-04 21:23:05
Angsle & Ronde 66,Paket R-A-S-S-A (Ronde-Angsle-Serabi-Sekoteng-Angsle+Serabi),N/A,94.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi Pandan Kuah,N/A,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Angsle + Serabi,N/A,26.000,2025-07-04 21:23:05
Angsle & Ronde 66,Angsle + Serabi,N/A,24.000,2025-07-04 21:23:05
Angsle & Ronde 66,Ronde Isi Kacang,"isi : Bola Ronde isi Kacang 3 biji, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur diberi Kuah Jahe.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Angsle,"isi : Ketan, Roti, Kacang Ijo, Mutiara, Belinjo diberi Kuah Santan yang Gurih dan Legit.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Sekoteng,"isi : Roti, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur diberi Kuah Jahe.",19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Paket R-A-S (Ronde-Angsle-Serabi),"3 Porsi : 1 Ronde, 1 Angsle, 1 Serabi Dijamin Mantap Bisa Merasakan Kehangatan Kuah Jahe, Kuah Santan Gurih, Kuah Santan Gula Jawa",54.000,2025-07-04 21:23:05
Angsle & Ronde 66,Paket R-A-S-S-A (Ronde-Angsle-Serabi-Sekoteng-Angsle+Serabi),"Dapat 5 Porsi : 1 Ronde, 1 Angsle, 1 Serabi, 1 Sekoteng, 1 Angsle+Serabi. Dijamin Bisa Merasakan Kehangatan Semua Menu Recommanded Andalan Kami. Karena RONDE 66 - DISUKA KARENA RASA.",94.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi Pandan Kuah,Isi : serabi 3 biji diberi kuah santan gula jawa yang gurih dan legit.,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Angsle + Serabi,"isi : Ketan, Roti, Kacang Ijo, Mutiara, Belinjo, Serabi 1 biji diberi Kuah Santan yang Gurih dan Legit.",24.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Maryam ORIGINAL,Roti Maryam 1 biji Besar di beri topping gula halus terpisah,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Maryam COKLAT,Roti maryam 1 biji besar diberi coklat pasta,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Maryam COKLAT KEJU,Roti Maryam 1 biji Besar diberi topping Coklat pasta dan Keju parut dn susu,23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Maryam KEJU SUSU,Roti Maryam 1 biji besar diberi topping Keju Parut dan Susu,23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Bakar COKLAT,2 biji roti tawar diberi topping coklat pasta + susu kental manis putih dipotong menjadi 4 bagian segitiga.,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Bakar COKLAT KEJU,"2 biji Roti Tawar ditumpuk diberi Coklat pasta dan keju parut dan susu, dipotong menjadi 4 bagian segitiga.",23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Roti Bakar KEJU SUSU,"2 biji roti tawar ditumpuk diberi Keju parut dan susu, dipotong menjadi 4 bagian segitiga.",23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi Topping COKLAT,Serabi isi 2 biji diberi topping coklat pasta dan Diberi Susu,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi Topping COKLAT KEJU,Serabi pandan isi 2 biji diberi topping coklat pasta dan keju parut dan susu,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi Topping KEJU SUSU,Serabi Pandan isi 2 biji diberi topping Keju Parut dan Susu,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Jasuke,Jagung manis diberi Keju Parut dan Susu,19.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Doger,"Isi : Ketan Putih, Mutiara, Roti, Kelapa Muda diberi Kuah Santan, Susu, Sirup",22.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Ronde,Isian sama Ronde anget diberi Es. Jadi terasa ditengorokan dingin tapi terasa jahe2 nya. suegerrrr beneran,21.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Angsle,Isian sama Angsle anget diberi Es. dijamin sueger dan gurih santan dinikmati dingin juga enakk lho.,21.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Sekoteng,"isi : Roti, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur diberi Kuah Jahe Diberi Es Batu,,suegerr Tenan Gaess",21.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Ganefo Kacang Ijo-Degan (isi 4biji),"Es jadul ditaruh diplastik isian kacang ijo dan degan dengan santan asli dan yang pastinya Gula Asli,,suegerrr",18.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Serabi,"Isi Serabi 3 buah diberi santan gula jawa di beri Es, suegerr banget",21.000,2025-07-04 21:23:05
Angsle & Ronde 66,Es Angsle + Serabi,"Isian sama Angsle + Serabi anget diberi es, sueger gurih dan nikmat",26.000,2025-07-04 21:23:05
Angsle & Ronde 66,Ronde isi Kacang+Cup,"Cup dengan Isian : Bola Ronde isi Kacang 3 biji, Kolang Kaling, Mutiara, Kelapa Muda, Kacang tabur. Kuah Jahe Diplastiki.",23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Angsle+Cup,"Cup Dengan isian : Ketan, Roti, Kacang Ijo, Mutiara, Belinjo. Kuah Santan Diplastiki",23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Sekoteng+Cup,"Cupdengan Isian : Kolang Kaling, Mutiara, Kelapa Muda, Roti Tawar, Kacang tabur. Kuah Jahe Diplastiki.",23.000,2025-07-04 21:23:05
Angsle & Ronde 66,Serabi+Cup,Cup dengan isian : Serabi 3 biji. Kuah Santan Gula Jawa diplastiki,23.000,2025-07-04 21:23:05
Angsle & Ronde 66,AngsleSerabi+Cup,"Cup dengan isian : Ketan, Roti, Kacang Ijo, Mutiara, Belinjo, Serabi 1 biji. Kuah Santan Gurih Diplastiki",28.000,2025-07-04 21:23:05
"De Bronx (Mieyabi Hot), Ploso",Udon Alay,"Mie udon dengan kuah laksa spesial ala de bronx ditambah topping ayam cincang, wijen, daun bawang dan sate bakso ikan.",23.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Goreng,"Isi Ayam, Udang, Jamur, Sayuran",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 1,Mie Black Pedas Level 1,18.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Dragon Ball,"Isi Ayam, Udang",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 2,Mie Black Pedas Level 2,19.400,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Kulit Tahu Goreng,"Isi Ayam, Udang, Wortel, Kulit Tahu",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 3,Mie Black Pedas Level 3,20.300,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red Mie,"Mie Dengan Bumbu Merah Pedas, Topping Ayam Cacah, Nugget, Sosis Dan Keripik Pangsit",18.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Udon Alay,N/A,23.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 1,N/A,18.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Dragon Ball,N/A,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam,N/A,15.300,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Telur Asin,N/A,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Mie Ho-Pe Chicken Katsu,N/A,25.200,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Udang Gulung Roti,N/A,17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",BAKPAO TAUSA,N/A,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Coffe Red Presso,N/A,16.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Udon Alay,"Mie udon dengan kuah laksa spesial ala de bronx ditambah topping ayam cincang, wijen, daun bawang dan sate bakso ikan.",23.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 1,Mie Black Pedas Level 1,18.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 2,Mie Black Pedas Level 2,19.400,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Level 3,Mie Black Pedas Level 3,20.300,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red Mie,"Mie Dengan Bumbu Merah Pedas, Topping Ayam Cacah, Nugget, Sosis Dan Keripik Pangsit",18.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Black Ori,"Mie Original Dengan Saos Hitam Spesial, Topping Ayam Suwir, Nugget, Sosis Dan Keripik Pangsit",18.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Ori,"Mie Original Dengan Topping Ayam Suwir, Nugget, Sosis Dan Keripik Pangsit",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red-Up,"Red Soup Pedas Dengan Topping Ayam Cacah, Tahu Ikan Dan Bola Udang",18.900,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Mie Eko,Mie Ori Dengan Topping Ayam Suwir Dan Keripik Pangsit,14.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Ori Level 1,Mie Original Pedas Level 1,18.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Ori Level 2,Mie Original Pedas Level 2,18.900,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Ori Level 3,Mie Original Pedas Level 3,19.800,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Mie Ho-Pe Chicken Katsu,Mie Hot Plate Dengan Topping Ayam Katsu Dengan Saos Steak Ala De Bronx,25.200,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red-Top (Red Topokki),Ramen + Tteokbokki + Bakso Ikan + Odeng + Keripik Pangsit Dengan Saos Red Ala De Bronx,23.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red-Ju,Red Mie Dengan Topping Keju Mozarella,21.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Pangsit,Extra Keripik Pangsit,1.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Telur,Extra Telur Mata Sapi,4.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Sosis,Extra 1 Bj Sosis Goreng,1.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Ayam,Extra Ayam Suwir,2.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Nugget,Extra 1Bj Nugget Goreng,1.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Cabe,Lombok,2.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Extra Keju Mozzarella,Keju Mozzarella,7.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Hakau Udang,Hakau isi udang,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Kulit Tahu Kukus,"Isi Ayam, Udang, Jamur, Sayuran, Saus",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam,4pcs Siomay Isi Ayam,15.300,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Spesial,4pcs Siomay Isi Ayam Dan Udang,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Telur Asin,Bakpao Isi Pasta Telur Asin,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Keju,4pcs Siomay Isi Ayam Dan Keju Mozzarella,16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Keicak,"Kulit Tahu Isi Ayam, Wortel Dan Jagung Muda",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Sushi,"Isi Ayam,Udang, Crabstick",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Kaki Ayam,kaki ayam dengan bumbu premium chef kami,17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Kacang Polong,"Isi Ayam, Udang, Kacang Polong",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Salmon,"Isi Ayam, Udang, Salmon",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Crabstick,"Isi Ayam, Udang, Crabstick",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Kocoi,"Isi Ayam, Udang, Jamur,Sayuran",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Pangsit Shang Hai,"Isi Ayam, Udang, Sayuran",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Nai Wong,Isi Pasta Custard,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Pandan,Isi Pasta Pandan,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Keju,Isi Pasta keju,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bola Udang,"Isi Udang, Kacang Polong",17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Pangsit Kepiting,"Isi ayam, udang, baby pokcoy",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Hakau Ayam,Isi Ayam,16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Pangsit Szechuan,"Isi Ayam, Udang, Rebung, Jamur, Saus Sechuan",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Siomay Ayam Jamur,"Isi Ayam, Udang, Jamur",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Xiao Long Bao,"3 Pcs Isi Ayam, Sayuran",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",MANTOU KUKUS,Isi 3 pcs Mantou,16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",SIOMAY AYAM JAGUNG,"4pcs Isi Ayam, Jagung",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bakpao Cha Siu,3 Pcs Isi Ayam Madu,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",GYOZA KUKUS,"3pcs Isi Ayam, Udang, Sayur",16.700,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",BAKPAO TAUSA,3pcs Bakpao Tausa Dengan Isian Kacang Hitam,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",G-fries ( French Fries ),Kentang goreng,13.750,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Mieyabi's Fave,( french fries + sausage + Nugget ),20.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Lemon Tea,N/A,9.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Tea,N/A,7.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",PaHe 1,1 Mie Ori + 1 Mie Red Topoki,35.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",PaHe 2,1 Mie Ori + 1 Mie Udon Alay,35.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Chocolate,Iced Shake Rasa Coklat,15.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red Velvet,Iced Shake Rasa Red Velvet,15.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Red Velvet Blended,Iced red velvet blended with vanilla ice cream,17.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Chocolate Blended,Iced chocolate blended with vanilla ice cream,17.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Blue Undies,Iced Lychee Soda With Strawberry And Lime,15.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Joker Laughter,Iced Happy Soda,16.500,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Goreng,"Isi Ayam, Udang, Jamur, Sayuran",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Dragon Ball,"Isi Ayam, Udang",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Kulit Tahu Goreng,"Isi Ayam, Udang, Wortel, Kulit Tahu",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Money Bag,"Isi Ayam, Udang, Sayuran",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Pangsit Udang Grg,"Isi Ayam, Udang, Jamur, Wortel",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Udang Gulung Roti,"Isi Udang, Roti",17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Ayam Magnum,"Isi ayam, udang",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Lumpia Jepang,"Isi Ayam, Udang, Wortel, Jamur,Nori",17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Gyoza Goreng,"Isi Ayam, Udang, Sayur Kucai",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bola Ayam Udang Roti,"Isi Ayam , Udang, Roti",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",MANTOU GORENG,Isi 3 Pcs Sauce Susu Kental Manis,17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",( BORJU ) BOLA ROTI KEJU,"3pcs Isi Ayam, Udang, Keju",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",SEMPOL AYAM LADA HITAM,"4 pcs Isi Ayam, Udang, Sauce LADA HITAM",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Cakue Goreng,"3 Pcs Isi Ayam, Udang",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Bola Udang Roti,"3 Pcs Isi Udang, Roti",17.600,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",PANGSIT KEPITING GORENG,"3pcs pangsit Kepiting Goreng Dengan Isian Ayam, Udang, Crabstick, Dan Sayuran",17.100,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Kopisu,Es Kopi Susu,15.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Kopi Hitam,Es Kopi Hitam,13.000,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Kopi Eko,Es Kopi Susu Manis,8.250,2025-07-04 21:23:38
"De Bronx (Mieyabi Hot), Ploso",Iced Coffe Red Presso,Perpaduan Kopi Dengan Red Velvet,16.500,2025-07-04 21:23:38
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Pempek Ikan Kapal Selam Biasa,N/A,28.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Cokelat Keju,N/A,75.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cokelat,Isi 22 Potong,86.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","JUMBO Special (cokelat, Kacang, Wijen, Keju)","Special Butter, lebih tebal lebih mantap",120.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","Saridele Original Besar 1, 5Ltr Manis",N/A,35.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",JUMBO Cokelat Keju Spesial,N/A,120.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Super Xtra Keju,N/A,115.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar","(Adonan cokelat )Cheese filling, cokelat",N/A,92.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Double Cheese (Cheese Cream + Keju Parut),N/A,105.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Red Velvet Cheese Filling + Oreo,N/A,115.000,2025-07-04 21:24:13
"Terang Bulan Bangka C.N.K, Karang Empat Besar",Terang Bulan Pandan Jagung Keju,N/A,100.000,2025-07-04 21:24:13
